Mean,StdDev,Label
155.72976462297393,54.60497652147716,Covid
166.15225180363865,52.347868437739315,Covid
132.7755620681844,47.875619981791615,Covid
129.50040424843831,53.83831964482998,Covid
170.96335044992176,51.37370108116441,Covid
152.2994124687194,58.122645085506825,Covid
147.90672637570535,57.62324656490594,Covid
75.24567788709835,51.76001038317485,Covid
103.3849131121643,58.84723471365726,Covid
162.83507082582793,48.312644881551286,Covid
117.4803508401637,48.546222315244734,Covid
139.27402873615497,38.13894375130081,Covid
104.80216928930354,48.959671233558645,Covid
113.2737612835462,60.62342957514312,Covid
90.39866898678144,48.11109540482557,Covid
128.92327894224135,33.92354805461995,Covid
141.01405972578638,53.577938342397694,Covid
146.67262297598035,45.902614758734536,Covid
136.7254761904762,44.765540828711245,Covid
165.66678987304653,53.73060685840711,Covid
136.98059315203355,40.187925716581134,Covid
107.7174880276669,40.477290700683135,Covid
138.01030177115564,57.54325402713377,Covid
121.00546176913826,58.506609157616694,Covid
118.32538017749228,54.03333549433129,Covid
107.73294819755333,40.449247246241,Covid
137.61377168267762,45.51428327947566,Covid
116.62776265889882,79.36974394912812,Normal
123.39237045094937,76.41414936540073,Normal
128.18658946282133,73.59266367023501,Normal
128.1454863453232,73.61792859681063,Normal
128.2136970852087,73.6698558255252,Normal
128.2323401781156,73.72322360374324,Normal
126.99677811364704,74.50509976911324,Normal
127.88374611856261,74.04678288898644,Normal
127.30958681925188,74.03761532734131,Normal
126.71463415535851,74.59538698549164,Normal
126.67287476905435,74.58165540147047,Normal
128.08107801103566,73.69987805309763,Normal
126.67287476905435,74.58165540147047,Normal
126.72897414076296,74.57048436598353,Normal
128.12873523821395,73.74401828759265,Normal
128.17849557501575,73.5864829687634,Normal
128.02463682003324,73.74009428276734,Normal
128.17135113417586,73.65547713448429,Normal
126.12078327669555,74.77729401803484,Normal
123.95053899040344,76.04367403644495,Normal
128.20160193791565,73.64838621538502,Normal
128.12093627774857,73.6481188070981,Normal
128.13863118920693,73.68261976960571,Normal
128.2146310805589,73.62298185988037,Normal
128.13264700982842,73.74744777046178,Normal
128.04265341421058,73.76815969685642,Normal
103.33210723138494,83.37153196756717,Normal
126.82710470834692,74.40989588788315,Normal
128.1393851451917,73.76094100377671,Normal
128.2759507102361,73.71015571782101,Normal
113.85897283631823,80.41696850887078,Normal
128.17206245931385,73.59889272036665,Normal
128.10229699242447,73.67574853862098,Normal
128.010976930145,73.73824301946021,Normal
123.51459592263558,76.01795577118139,Normal
128.1679654816804,73.74575855221555,Normal
125.31532546667957,75.5166106179451,Normal
127.9210680348536,73.85396262909285,Normal
116.26176851172764,79.47087206908995,Normal
120.17910897723952,77.57779145082453,Normal
124.46250392571957,75.57545684640628,Normal
119.74764670758586,77.90089420539545,Normal
115.56801397415904,79.78395366568209,Normal
127.1158287378436,74.26426318940247,Normal
128.2396924303714,73.67222471459267,Normal
124.55634306331389,75.40745122411846,Normal
121.32801699484205,77.43761535601823,Normal
126.16796966487723,74.89442244378253,Normal
128.18227021970432,73.69928280625747,Normal
128.15556704661884,73.9109223302694,Normal
122.42573029281743,76.90152412921299,Normal
120.78467265217404,77.37423691139617,Normal
127.2998914335461,74.3172304072663,Normal
121.85254319341094,77.11444274689833,Normal
124.14484987827214,75.98704188470316,Normal
120.38671675088383,77.8467478923626,Normal
127.70398553902726,73.78410679467923,Normal
123.91325015899498,75.90308101124607,Normal
119.42853920261226,78.23057148738015,Normal
111.41902590560622,81.19528519913206,Normal
128.17260991150093,73.71480861820028,Normal
108.88494762569833,81.95088745558218,Normal
128.02631474020376,73.70422234011517,Normal
120.03497679619845,77.98120122479564,Normal
122.2619606191387,76.8783172741941,Normal
128.61315204160974,72.55169357199823,Normal
128.61315204160974,72.55169357199823,Normal
122.56245154004468,76.65312695802315,Normal
118.12154866724521,78.53798893454189,Normal
118.9793717502233,78.46927528931636,Normal
